ReturnID,OrderLineID,ReturnDate,ReasonCode,Condition,Refund$,RestockFee$,ReturnShipCost$,Disposition
R0003426,OL0028977,2026-01-06,Changed Mind,Opened,293.99,6.52,9.72,Write-off
R0003427,OL0028984,2026-01-25,Changed Mind,Damaged,145.19,7.45,4.64,Write-off
R0003428,OL0029009,2026-01-01,Changed Mind,New,185.34,4.27,8.05,Resell
R0003429,OL0029019,2026-01-12,Changed Mind,New,574.7,2.86,5.51,Resell
R0003430,OL0029029,2025-12-13,Defective,Opened,87.57,1.01,9.98,Write-off
R0003431,OL0029036,2026-01-04,Changed Mind,New,129.29,8.52,1.2,Resell
R0003432,OL0029038,2025-12-29,Late Delivery,Opened,186.98,1.78,9.95,Write-off
R0003433,OL0029047,2025-12-01,Defective,New,0.0,1.58,6.88,Resell
R0003434,OL0029053,2025-11-18,Defective,New,745.35,7.49,1.47,Resell
R0003435,OL0029054,2025-12-26,Late Delivery,New,67.94,6.98,7.75,Resell
R0003436,OL0029060,2025-12-23,Changed Mind,New,362.85,6.67,0.87,Resell
R0003437,OL0029062,2025-12-19,Defective,Opened,331.83,4.19,2.82,Write-off
R0003438,OL0029068,2025-12-15,Defective,New,102.55,3.27,7.12,Resell
R0003439,OL0029074,2025-12-30,Wrong Size,Opened,107.94,1.42,1.74,Write-off
R0003440,OL0029077,2026-01-05,Wrong Size,New,46.66,2.15,1.05,Resell
R0003441,OL0029089,2025-12-17,Wrong Size,New,249.16,3.38,8.96,Resell
R0003442,OL0029121,2025-12-14,Defective,Damaged,24.45,0.7,8.79,Write-off
R0003443,OL0029132,2025-12-05,Wrong Size,New,447.32,4.95,1.44,Resell
R0003444,OL0029134,2025-11-28,Defective,Damaged,1054.27,5.25,4.12,Write-off
R0003445,OL0029135,2025-12-24,Defective,New,407.02,3.27,6.74,Resell
R0003446,OL0029142,2026-01-02,Other,Opened,475.12,6.07,8.36,Write-off
R0003447,OL0029143,2026-01-03,Defective,Opened,207.5,9.67,3.11,Write-off
R0003448,OL0029145,2025-11-12,Wrong Size,Opened,226.01,3.66,2.44,Write-off
R0003449,OL0029148,2025-12-03,Changed Mind,Opened,13.05,1.48,3.24,Write-off
R0003450,OL0029149,2025-11-16,Wrong Size,New,487.8,8.1,4.38,Resell
R0003451,OL0029161,2026-01-05,Late Delivery,New,319.95,3.26,1.0,Resell
R0003452,OL0029174,2025-12-12,Changed Mind,New,565.39,7.85,6.21,Resell
R0003453,OL0029179,2026-01-07,Changed Mind,New,205.86,7.34,2.85,Resell
R0003454,OL0029180,2026-01-24,Changed Mind,New,198.86,5.73,4.64,Resell
R0003455,OL0029207,2026-01-07,Defective,Opened,257.54,0.62,5.46,Write-off
R0003456,OL0029210,2025-12-20,Changed Mind,Opened,483.39,3.58,8.14,Write-off
R0003457,OL0029213,2025-12-15,Changed Mind,Opened,633.02,6.51,3.44,Write-off
R0003458,OL0029232,2026-01-26,Wrong Size,New,259.58,5.2,9.98,Resell
R0003459,OL0029234,2026-01-13,Changed Mind,New,220.55,3.82,6.3,Resell
R0003460,OL0029237,2026-01-28,Defective,New,92.98,1.7,3.31,Resell
R0003461,OL0029256,2025-12-30,Defective,New,42.82,1.89,7.03,Resell
R0003462,OL0029283,2025-12-06,Late Delivery,New,746.53,5.48,0.17,Resell
R0003463,OL0029287,2025-12-08,Wrong Size,New,334.24,6.36,7.17,Resell
R0003464,OL0029302,2025-12-29,Changed Mind,New,299.08,3.6,6.85,Resell
R0003465,OL0029306,2025-12-20,Changed Mind,New,116.53,5.69,9.62,Resell
R0003466,OL0029309,2026-01-12,Late Delivery,New,5.89,8.41,1.76,Resell
R0003467,OL0029312,2026-01-18,Other,New,123.01,3.09,5.13,Resell
R0003468,OL0029319,2026-01-14,Wrong Size,New,397.36,5.39,0.52,Resell
R0003469,OL0029332,2025-12-19,Defective,Opened,371.85,6.99,4.59,Write-off
R0003470,OL0029337,2025-12-31,Changed Mind,Opened,188.4,3.03,2.83,Write-off
R0003471,OL0029366,2026-01-10,Defective,New,104.55,3.06,3.14,Resell
R0003472,OL0029372,2025-12-27,Defective,New,240.18,2.32,7.87,Resell
R0003473,OL0029378,2025-12-05,Defective,New,348.22,2.47,9.85,Resell
R0003474,OL0029397,2025-12-08,Defective,New,152.35,8.45,7.75,Resell
R0003475,OL0029406,2026-01-13,Wrong Size,New,108.71,6.53,9.35,Resell
R0003476,OL0029419,2025-12-02,Wrong Size,Opened,110.32,2.37,2.26,Write-off
R0003477,OL0029426,2025-12-17,Wrong Size,Opened,57.21,8.7,2.24,Write-off
R0003478,OL0029435,2025-11-16,Changed Mind,New,4.25,3.72,5.04,Resell
R0003479,OL0029440,2026-01-27,Late Delivery,Opened,123.72,5.66,6.74,Write-off
R0003480,OL0029447,2026-01-29,Defective,New,326.4,8.58,4.82,Resell
R0003481,OL0029448,2026-01-21,Changed Mind,New,246.96,1.5,9.37,Resell
R0003482,OL0029455,2026-01-05,Late Delivery,Opened,0.0,10.0,9.71,Write-off
R0003483,OL0029471,2025-12-24,Changed Mind,New,138.44,1.29,2.19,Resell
R0003484,OL0029484,2025-12-09,Defective,New,480.78,0.15,0.27,Resell
R0003485,OL0029494,2026-01-17,Late Delivery,New,526.04,1.28,2.43,Resell
R0003486,OL0029496,2026-01-15,Wrong Size,Opened,223.44,9.93,1.46,Write-off
R0003487,OL0029500,2025-12-22,Wrong Size,Opened,487.78,7.98,0.64,Write-off
R0003488,OL0029512,2025-12-23,Late Delivery,New,3.33,5.17,9.98,Resell
R0003489,OL0029528,2025-11-19,Defective,New,329.44,6.33,2.92,Resell
R0003490,OL0029549,2025-12-03,Other,Opened,190.74,2.61,4.81,Write-off
R0003491,OL0029557,2026-01-11,Wrong Size,Damaged,257.54,0.41,0.99,Write-off
R0003492,OL0029563,2025-12-16,Wrong Size,Opened,14.23,1.83,9.44,Write-off
R0003493,OL0029565,2026-01-03,Changed Mind,New,215.95,6.52,5.8,Resell
R0003494,OL0029580,2025-12-22,Wrong Size,New,313.74,7.26,5.81,Resell
R0003495,OL0029585,2025-11-29,Changed Mind,New,194.57,8.78,6.15,Resell
R0003496,OL0029588,2025-12-14,Wrong Size,New,93.16,7.2,7.29,Resell
R0003497,OL0029591,2025-12-17,Wrong Size,Opened,117.84,0.01,0.74,Write-off
R0003498,OL0029597,2026-01-19,Changed Mind,Damaged,262.08,4.75,1.08,Write-off
R0003499,OL0029610,2025-12-14,Changed Mind,New,166.76,8.26,8.75,Resell
R0003500,OL0029619,2025-12-17,Other,Damaged,19.74,2.29,6.56,Write-off
R0003501,OL0029622,2025-11-22,Late Delivery,New,216.19,6.66,7.3,Resell
R0003502,OL0029630,2026-01-16,Defective,Opened,660.67,3.92,5.15,Write-off
R0003503,OL0029632,2026-01-29,Wrong Size,Opened,127.38,4.56,9.52,Write-off
R0003504,OL0029635,2025-12-14,Defective,Opened,226.88,1.0,9.95,Write-off
R0003505,OL0029639,2025-11-29,Wrong Size,New,55.08,9.87,8.18,Resell
R0003506,OL0029645,2025-12-20,Wrong Size,New,320.37,2.0,7.36,Resell
R0003507,OL0029661,2025-12-08,Wrong Size,New,672.36,0.4,8.88,Resell
R0003508,OL0029673,2025-11-27,Wrong Size,New,537.11,8.82,3.45,Resell
R0003509,OL0029676,2025-12-09,Late Delivery,Damaged,252.23,0.76,4.83,Write-off
R0003510,OL0029679,2025-12-25,Changed Mind,Opened,70.42,1.77,7.27,Write-off
R0003511,OL0029685,2025-12-19,Changed Mind,New,14.62,2.33,5.18,Resell
R0003512,OL0029690,2026-01-10,Other,Opened,216.55,7.32,1.85,Write-off
R0003513,OL0029691,2026-01-03,Wrong Size,New,632.29,7.33,2.28,Resell
R0003514,OL0029698,2025-12-21,Changed Mind,New,215.86,1.93,4.67,Resell
R0003515,OL0029703,2025-12-07,Defective,New,699.13,5.24,4.78,Resell
R0003516,OL0029724,2025-12-20,Other,Opened,142.49,7.47,9.25,Write-off
R0003517,OL0029727,2025-11-18,Changed Mind,Opened,464.85,0.62,1.17,Write-off
R0003518,OL0029740,2025-12-15,Changed Mind,Opened,235.73,4.75,4.43,Write-off
R0003519,OL0029741,2025-12-30,Late Delivery,New,1211.23,6.76,6.83,Resell
R0003520,OL0029751,2025-12-28,Defective,Opened,41.9,6.87,7.29,Write-off
R0003521,OL0029757,2025-12-16,Wrong Size,New,162.72,1.36,9.89,Resell
R0003522,OL0029786,2026-01-13,Defective,Opened,249.85,2.42,3.56,Write-off
R0003523,OL0029790,2025-12-26,Changed Mind,New,257.22,7.85,6.83,Resell
R0003524,OL0029803,2025-12-24,Defective,New,142.77,3.1,2.65,Resell
R0003525,OL0029820,2025-12-13,Changed Mind,Opened,61.8,5.6,1.68,Write-off
R0003526,OL0029838,2026-01-04,Changed Mind,New,170.72,7.54,1.8,Resell
R0003527,OL0029839,2025-12-25,Late Delivery,New,83.46,3.96,6.36,Resell
R0003528,OL0029842,2026-01-03,Wrong Size,New,139.88,5.75,1.69,Resell
R0003529,OL0029846,2025-12-19,Defective,New,124.06,9.35,9.75,Resell
R0003530,OL0029872,2026-01-01,Changed Mind,New,277.8,8.77,3.86,Resell
R0003531,OL0029889,2025-12-07,Other,New,0.15,5.37,8.29,Resell
R0003532,OL0029895,2026-01-30,Wrong Size,New,634.24,4.15,4.63,Resell
R0003533,OL0029911,2026-01-28,Changed Mind,New,209.35,2.45,6.87,Resell
R0003534,OL0029914,2025-12-29,Wrong Size,New,310.06,4.68,1.26,Resell
R0003535,OL0029919,2026-01-11,Changed Mind,Damaged,15.39,1.87,8.24,Write-off
R0003536,OL0029922,2026-01-15,Wrong Size,Opened,73.24,7.79,5.11,Write-off
R0003537,OL0029923,2025-12-09,Other,New,161.64,8.72,0.06,Resell
R0003538,OL0029930,2026-01-20,Late Delivery,Opened,1145.05,9.48,9.65,Write-off
R0003539,OL0029938,2026-01-25,Changed Mind,Opened,285.19,6.87,5.68,Write-off
R0003540,OL0029939,2025-12-27,Late Delivery,New,267.58,4.9,7.25,Resell
R0003541,OL0029941,2026-01-04,Defective,New,381.46,7.73,4.55,Resell
R0003542,OL0029943,2025-12-18,Other,New,268.78,2.46,1.18,Resell
R0003543,OL0029944,2025-12-04,Changed Mind,Opened,142.92,8.79,8.18,Write-off
R0003544,OL0029946,2025-12-07,Changed Mind,New,68.33,9.07,2.68,Resell
R0003545,OL0029949,2026-01-08,Changed Mind,New,129.34,1.22,4.35,Resell
R0003546,OL0029952,2026-01-18,Defective,New,357.45,1.56,8.61,Resell
R0003547,OL0029960,2025-12-20,Other,Opened,77.39,7.47,6.83,Write-off
R0003548,OL0029966,2025-11-20,Wrong Size,New,203.04,5.8,3.36,Resell
R0003549,OL0029974,2026-01-13,Late Delivery,New,52.77,0.91,9.19,Resell
R0003550,OL0029996,2025-12-31,Other,Opened,105.57,3.2,3.9,Write-off
R0003551,OL0030015,2025-11-30,Wrong Size,New,177.83,8.45,2.78,Resell
R0003552,OL0030018,2025-12-23,Other,New,240.01,3.91,9.53,Resell
R0003553,OL0030020,2025-12-19,Defective,New,204.99,5.35,8.59,Resell
R0003554,OL0030022,2026-01-12,Changed Mind,New,0.0,7.89,7.13,Resell
R0003555,OL0030023,2026-01-15,Defective,Opened,120.34,0.38,4.81,Write-off
R0003556,OL0030026,2026-01-12,Late Delivery,Opened,13.61,1.56,7.75,Write-off
R0003557,OL0030037,2026-01-10,Wrong Size,Opened,670.71,7.34,9.9,Write-off
R0003558,OL0030041,2025-12-25,Changed Mind,Opened,361.06,3.72,8.08,Write-off
R0003559,OL0030052,2025-12-11,Other,New,210.04,7.89,2.59,Resell
R0003560,OL0030055,2026-01-21,Late Delivery,New,184.31,7.74,7.12,Resell
R0003561,OL0030062,2025-12-07,Changed Mind,New,154.93,1.03,2.61,Resell
R0003562,OL0030063,2025-12-02,Wrong Size,Opened,201.04,9.22,0.59,Write-off
R0003563,OL0030067,2025-12-26,Wrong Size,New,54.21,7.72,3.76,Resell
R0003564,OL0030069,2025-12-27,Changed Mind,New,6.72,9.0,4.02,Resell
R0003565,OL0030078,2025-12-08,Other,New,179.83,4.88,8.24,Resell
R0003566,OL0030079,2025-12-25,Wrong Size,New,202.23,3.16,6.36,Resell
R0003567,OL0030084,2025-12-28,Wrong Size,New,448.35,6.47,9.75,Resell
R0003568,OL0030104,2025-12-02,Wrong Size,Opened,244.75,6.89,0.38,Write-off
R0003569,OL0030110,2025-12-26,Late Delivery,New,693.18,7.6,9.28,Resell
R0003570,OL0030120,2025-12-03,Wrong Size,Damaged,219.65,2.06,9.69,Write-off
R0003571,OL0030124,2025-12-29,Changed Mind,Opened,390.06,9.26,4.87,Write-off
R0003572,OL0030130,2025-12-10,Defective,New,172.88,8.35,4.41,Resell
R0003573,OL0030136,2026-01-30,Late Delivery,Opened,201.68,7.48,0.02,Write-off
R0003574,OL0030137,2025-12-05,Wrong Size,Opened,780.16,9.14,5.01,Write-off
R0003575,OL0030140,2025-12-26,Changed Mind,Opened,406.27,2.04,3.91,Write-off
R0003576,OL0030145,2025-12-11,Changed Mind,Opened,264.66,1.78,1.42,Write-off
R0003577,OL0030163,2026-01-28,Wrong Size,New,115.84,8.37,3.81,Resell
R0003578,OL0030176,2026-01-05,Wrong Size,New,290.12,8.94,5.28,Resell
R0003579,OL0030179,2025-12-27,Wrong Size,New,423.81,7.25,9.04,Resell
R0003580,OL0030183,2025-12-15,Changed Mind,Damaged,58.74,6.58,7.91,Write-off
R0003581,OL0030211,2025-12-09,Changed Mind,Opened,337.66,0.14,8.38,Write-off
R0003582,OL0030215,2025-12-29,Wrong Size,Damaged,376.81,8.25,1.76,Write-off
R0003583,OL0030231,2025-12-30,Changed Mind,New,106.81,3.04,7.93,Resell
R0003584,OL0030265,2025-12-21,Changed Mind,Opened,282.47,5.3,5.76,Write-off
R0003585,OL0030273,2025-12-02,Wrong Size,New,188.05,5.51,8.22,Resell
R0003586,OL0030282,2026-01-08,Changed Mind,Damaged,35.92,8.36,3.79,Write-off
R0003587,OL0030287,2025-11-28,Changed Mind,New,99.6,7.46,2.56,Resell
R0003588,OL0030290,2026-01-21,Late Delivery,Opened,147.91,6.6,4.07,Write-off
R0003589,OL0030294,2026-01-01,Changed Mind,New,312.54,4.53,4.36,Resell
R0003590,OL0030301,2025-12-29,Other,New,339.21,0.36,7.35,Resell
R0003591,OL0030320,2026-01-05,Changed Mind,Opened,209.36,9.85,4.07,Write-off
R0003592,OL0030333,2026-01-16,Changed Mind,Opened,244.72,3.11,1.93,Write-off
R0003593,OL0030335,2026-01-09,Wrong Size,Opened,340.98,9.07,5.38,Write-off
R0003594,OL0030344,2025-11-29,Defective,Damaged,320.75,6.1,7.13,Write-off
R0003595,OL0030353,2025-12-07,Defective,Damaged,302.08,2.25,1.64,Write-off
R0003596,OL0030355,2025-12-13,Wrong Size,Opened,2.34,4.9,9.13,Write-off
R0003597,OL0030363,2025-11-17,Changed Mind,Opened,115.68,9.25,5.86,Write-off
R0003598,OL0030371,2025-12-02,Wrong Size,New,260.73,7.72,3.63,Resell
R0003599,OL0030386,2025-12-03,Wrong Size,Damaged,73.57,8.56,4.02,Write-off
R0003600,OL0030394,2026-01-03,Late Delivery,Opened,132.58,1.67,7.82,Write-off
R0003601,OL0030397,2026-01-18,Wrong Size,New,613.95,4.59,2.86,Resell
R0003602,OL0030402,2026-01-25,Wrong Size,Damaged,139.93,9.6,2.19,Write-off
R0003603,OL0030413,2026-01-13,Wrong Size,New,359.42,8.07,7.8,Resell
R0003604,OL0030436,2026-01-14,Late Delivery,New,405.99,9.43,7.03,Resell
R0003605,OL0030444,2026-01-13,Other,New,411.74,4.2,5.82,Resell
R0003606,OL0030450,2025-12-11,Late Delivery,New,118.03,1.72,3.01,Resell
R0003607,OL0030451,2025-12-08,Changed Mind,New,118.59,7.85,9.77,Resell
R0003608,OL0030461,2026-01-30,Changed Mind,Damaged,206.25,4.51,0.48,Write-off
R0003609,OL0030475,2025-12-17,Other,New,247.9,0.81,6.23,Resell
R0003610,OL0030479,2025-12-23,Wrong Size,Damaged,304.13,1.29,3.5,Write-off
R0003611,OL0030480,2025-12-13,Wrong Size,New,94.94,4.67,9.3,Resell
R0003612,OL0030483,2025-11-26,Wrong Size,Opened,207.15,3.86,8.88,Write-off
R0003613,OL0030484,2026-01-10,Other,Opened,88.55,0.21,9.65,Write-off
R0003614,OL0030490,2026-01-06,Defective,New,138.96,4.56,2.37,Resell
R0003615,OL0030496,2026-01-01,Wrong Size,New,742.65,9.72,2.25,Resell
R0003616,OL0030503,2025-12-30,Other,New,450.89,4.87,7.71,Resell
R0003617,OL0030511,2026-01-04,Wrong Size,New,348.92,0.08,6.24,Resell
R0003618,OL0030514,2026-01-25,Late Delivery,Opened,82.27,5.46,2.03,Write-off
R0003619,OL0030517,2025-12-30,Changed Mind,New,141.33,5.44,5.09,Resell
R0003620,OL0030519,2025-12-29,Other,New,409.2,0.41,9.86,Resell
R0003621,OL0030537,2025-12-15,Wrong Size,Damaged,3.25,6.11,2.21,Write-off
R0003622,OL0030548,2025-12-25,Wrong Size,Opened,155.82,1.25,2.43,Write-off
R0003623,OL0030549,2025-12-11,Other,New,226.0,5.46,0.83,Resell
R0003624,OL0030557,2025-12-25,Wrong Size,New,269.58,0.72,6.04,Resell
R0003625,OL0030566,2025-12-28,Defective,Opened,514.32,5.76,6.44,Write-off
R0003626,OL0030586,2025-12-30,Changed Mind,New,60.37,6.72,8.09,Resell
R0003627,OL0030594,2026-01-23,Changed Mind,New,198.87,3.87,1.11,Resell
R0003628,OL0030597,2025-12-13,Wrong Size,Opened,178.37,0.48,9.93,Write-off
R0003629,OL0030598,2025-12-20,Wrong Size,Opened,288.08,8.21,7.1,Write-off
R0003630,OL0030605,2025-11-29,Wrong Size,Opened,68.69,2.55,3.55,Write-off
R0003631,OL0030614,2025-12-25,Changed Mind,New,178.54,5.31,4.84,Resell
R0003632,OL0030620,2025-12-17,Wrong Size,New,118.06,1.21,0.84,Resell
R0003633,OL0030632,2026-01-11,Changed Mind,Opened,189.59,0.04,0.76,Write-off
R0003634,OL0030646,2025-11-26,Defective,New,396.63,7.74,9.49,Resell
R0003635,OL0030652,2025-12-12,Defective,Opened,267.6,9.56,8.54,Write-off
R0003636,OL0030654,2025-12-29,Defective,New,521.11,0.88,0.65,Resell
R0003637,OL0030659,2025-12-09,Wrong Size,New,164.8,9.46,1.51,Resell
R0003638,OL0030661,2025-12-09,Defective,New,455.52,2.05,3.48,Resell
R0003639,OL0030666,2025-12-11,Late Delivery,New,105.7,4.48,9.78,Resell
R0003640,OL0030667,2025-11-19,Defective,New,78.82,0.54,2.74,Resell
R0003641,OL0030670,2025-12-06,Wrong Size,Opened,313.63,9.16,1.49,Write-off
R0003642,OL0030674,2026-01-03,Wrong Size,New,177.19,9.09,8.46,Resell
R0003643,OL0030677,2026-01-12,Wrong Size,Opened,74.75,8.19,4.77,Write-off
R0003644,OL0030691,2025-12-07,Defective,New,184.18,9.76,3.52,Resell
R0003645,OL0030707,2025-12-06,Defective,New,97.94,3.4,9.98,Resell
R0003646,OL0030716,2026-01-17,Wrong Size,New,642.74,8.46,9.68,Resell
R0003647,OL0030720,2026-01-09,Defective,Damaged,104.06,7.31,3.28,Write-off
R0003648,OL0030721,2026-01-18,Wrong Size,New,8.56,7.75,0.7,Resell
R0003649,OL0030722,2026-01-27,Other,Opened,369.44,3.62,9.04,Write-off
R0003650,OL0030733,2025-12-14,Late Delivery,New,181.08,7.54,4.77,Resell
R0003651,OL0030747,2025-11-10,Defective,New,101.76,0.51,7.48,Resell
R0003652,OL0030752,2026-01-15,Wrong Size,New,7.96,5.37,3.72,Resell
R0003653,OL0030764,2025-12-14,Wrong Size,Damaged,38.23,5.76,4.24,Write-off
R0003654,OL0030782,2026-01-03,Late Delivery,New,96.23,7.38,9.09,Resell
R0003655,OL0030785,2026-01-28,Wrong Size,New,604.11,3.98,5.7,Resell
R0003656,OL0030787,2026-01-10,Wrong Size,New,370.44,2.5,9.77,Resell
R0003657,OL0030791,2025-12-01,Late Delivery,New,330.4,9.71,3.05,Resell
R0003658,OL0030792,2025-12-17,Late Delivery,Opened,300.87,3.85,9.6,Write-off
R0003659,OL0030793,2025-12-19,Late Delivery,New,165.26,5.35,1.21,Resell
R0003660,OL0030802,2026-01-19,Defective,New,601.51,9.96,2.45,Resell
R0003661,OL0030812,2026-01-15,Late Delivery,Opened,119.67,0.03,9.94,Write-off
R0003662,OL0030818,2025-12-22,Wrong Size,New,226.48,8.48,1.93,Resell
R0003663,OL0030822,2025-12-25,Changed Mind,New,63.51,5.17,1.25,Resell
R0003664,OL0030827,2025-12-26,Other,Opened,172.35,8.9,5.14,Write-off
R0003665,OL0030829,2025-12-15,Wrong Size,New,201.62,2.82,0.06,Resell
R0003666,OL0030831,2025-12-16,Wrong Size,Opened,182.61,0.76,7.1,Write-off
R0003667,OL0030838,2025-12-26,Wrong Size,New,18.31,3.52,2.71,Resell
R0003668,OL0030849,2025-12-30,Wrong Size,Opened,420.37,2.1,2.56,Write-off
R0003669,OL0030874,2025-12-05,Defective,Opened,280.47,4.54,7.79,Write-off
R0003670,OL0030878,2025-11-27,Changed Mind,New,3.32,1.24,3.01,Resell
R0003671,OL0030882,2025-12-20,Changed Mind,New,442.97,9.67,3.05,Resell
R0003672,OL0030902,2025-12-13,Changed Mind,New,280.91,6.7,3.29,Resell
R0003673,OL0030903,2025-12-13,Changed Mind,Opened,59.95,3.53,4.39,Write-off
R0003674,OL0030909,2025-12-02,Other,Opened,34.37,8.94,8.7,Write-off
R0003675,OL0030943,2025-12-22,Changed Mind,Opened,199.84,1.52,5.79,Write-off
R0003676,OL0030956,2026-01-14,Changed Mind,Opened,315.5,6.04,5.72,Write-off
R0003677,OL0030964,2025-12-18,Changed Mind,New,231.86,0.09,4.38,Resell
R0003678,OL0030977,2025-11-24,Wrong Size,Opened,79.13,3.15,2.7,Write-off
R0003679,OL0030981,2025-12-26,Late Delivery,New,90.28,9.18,6.75,Resell
R0003680,OL0030984,2026-01-10,Late Delivery,Opened,238.12,4.32,9.44,Write-off
R0003681,OL0030986,2025-12-20,Late Delivery,New,403.59,4.32,5.99,Resell
R0003682,OL0030991,2026-01-03,Late Delivery,Opened,409.3,7.2,9.66,Write-off
R0003683,OL0031004,2025-12-23,Late Delivery,New,142.39,6.35,0.77,Resell
R0003684,OL0031019,2025-12-29,Late Delivery,Opened,218.39,6.11,6.23,Write-off
R0003685,OL0031020,2025-12-25,Changed Mind,New,175.8,1.47,4.89,Resell
R0003686,OL0031023,2025-12-23,Changed Mind,New,258.64,8.46,5.11,Resell
R0003687,OL0031028,2025-12-24,Defective,New,520.09,2.41,2.29,Resell
R0003688,OL0031037,2025-12-29,Wrong Size,Opened,278.83,1.22,1.51,Write-off
R0003689,OL0031058,2026-01-11,Changed Mind,New,971.21,0.49,1.85,Resell
R0003690,OL0031075,2025-12-27,Late Delivery,New,32.96,7.67,3.63,Resell
R0003691,OL0031080,2025-12-11,Changed Mind,Opened,647.78,3.59,4.24,Write-off
R0003692,OL0031085,2026-01-18,Wrong Size,New,366.87,4.17,3.51,Resell
R0003693,OL0031086,2026-01-08,Changed Mind,New,683.1,3.59,8.21,Resell
R0003694,OL0031087,2026-01-05,Defective,Opened,33.0,5.62,8.04,Write-off
R0003695,OL0031092,2026-01-22,Defective,Opened,194.13,1.22,8.62,Write-off
R0003696,OL0031106,2025-12-09,Other,New,215.13,7.12,8.16,Resell
R0003697,OL0031112,2025-11-26,Late Delivery,Opened,192.56,6.43,7.06,Write-off
R0003698,OL0031120,2026-01-15,Defective,Opened,656.91,1.89,4.59,Write-off
R0003699,OL0031130,2025-11-25,Wrong Size,New,59.39,6.28,3.95,Resell
R0003700,OL0031157,2026-01-08,Changed Mind,New,283.46,3.61,7.12,Resell
R0003701,OL0031161,2025-12-20,Wrong Size,Opened,108.24,3.92,5.3,Write-off
R0003702,OL0031183,2025-12-10,Wrong Size,Opened,139.45,0.92,0.54,Write-off
R0003703,OL0031191,2026-01-02,Wrong Size,Damaged,388.76,2.05,7.4,Write-off
R0003704,OL0031192,2025-12-17,Changed Mind,New,123.76,7.18,2.5,Resell
R0003705,OL0031205,2026-01-30,Late Delivery,New,275.64,4.9,0.6,Resell
R0003706,OL0031215,2025-12-11,Wrong Size,Opened,619.45,3.39,1.28,Write-off
R0003707,OL0031219,2025-12-30,Late Delivery,New,259.06,8.44,2.79,Resell
R0003708,OL0031221,2026-01-02,Late Delivery,New,186.31,4.21,7.18,Resell
R0003709,OL0031228,2026-01-10,Other,New,119.41,2.85,5.48,Resell
R0003710,OL0031230,2026-01-12,Other,New,157.17,5.39,9.28,Resell
R0003711,OL0031235,2026-01-20,Defective,New,139.88,7.8,5.38,Resell
R0003712,OL0031241,2026-01-02,Defective,New,86.37,4.76,2.44,Resell
R0003713,OL0031248,2026-01-09,Wrong Size,New,42.97,0.32,7.62,Resell
R0003714,OL0031257,2025-12-28,Changed Mind,New,66.76,8.98,9.75,Resell
R0003715,OL0031259,2026-01-16,Defective,New,5.01,3.63,5.95,Resell
R0003716,OL0031261,2026-01-16,Other,New,55.31,6.93,8.89,Resell
R0003717,OL0031264,2026-01-13,Wrong Size,New,29.43,0.87,3.42,Resell
R0003718,OL0031271,2026-01-04,Other,Damaged,121.95,5.85,4.86,Write-off
R0003719,OL0031302,2025-12-15,Wrong Size,New,77.68,4.76,7.0,Resell
R0003720,OL0031343,2026-01-05,Changed Mind,New,21.86,2.78,6.37,Resell
R0003721,OL0031351,2026-01-11,Defective,Opened,444.17,8.48,4.58,Write-off
R0003722,OL0031399,2026-01-22,Defective,New,556.82,3.18,1.85,Resell
R0003723,OL0031406,2025-12-23,Late Delivery,New,103.4,9.42,1.19,Resell
R0003724,OL0031430,2026-01-02,Other,New,154.84,5.92,5.48,Resell
R0003725,OL0031439,2025-12-22,Other,New,674.9,0.75,7.28,Resell
R0003726,OL0031444,2026-01-14,Changed Mind,New,110.71,4.14,2.79,Resell
R0003727,OL0031450,2025-12-19,Changed Mind,Opened,379.27,2.62,6.47,Write-off
R0003728,OL0031457,2025-12-25,Wrong Size,Damaged,201.63,8.9,5.82,Write-off
R0003729,OL0031473,2026-01-22,Wrong Size,New,625.85,7.96,2.55,Resell
R0003730,OL0031481,2025-11-24,Changed Mind,New,86.23,3.19,4.02,Resell
R0003731,OL0031508,2025-11-17,Wrong Size,Damaged,721.84,4.67,6.69,Write-off
R0003732,OL0031511,2025-12-14,Wrong Size,New,214.31,8.18,8.93,Resell
R0003733,OL0031525,2025-11-30,Wrong Size,New,0.0,9.29,5.86,Resell
R0003734,OL0031539,2025-12-16,Wrong Size,New,280.41,4.19,9.22,Resell
R0003735,OL0031574,2026-01-04,Wrong Size,New,197.38,1.55,1.09,Resell
R0003736,OL0031578,2025-12-20,Defective,Opened,542.36,1.67,8.01,Write-off
